invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
555642,18248.0,United Kingdom,2011-06-01 00:00:00.000,496.46,242,28,1,6.209515151356182
555644,16520.0,United Kingdom,2011-06-01 00:00:00.000,423.65,202,42,1,6.051265300226018
555645,18016.0,United Kingdom,2011-06-01 00:00:00.000,164.01,87,18,1,5.106006078124714
555646,14135.0,United Kingdom,2011-06-01 00:00:00.000,320.2,232,6,1,5.7720639820726065
555647,12957.0,United Kingdom,2011-06-01 00:00:00.000,586.52,220,28,1,6.375910287992071
555648,14623.0,United Kingdom,2011-06-01 00:00:00.000,205.18,91,40,1,5.328749573668238
555649,15386.0,United Kingdom,2011-06-01 00:00:00.000,394.14,446,31,1,5.979240132485259
555650,14156.0,EIRE,2011-06-01 00:00:00.000,958.12,404,45,1,6.866016197399398
555651,17361.0,United Kingdom,2011-06-01 00:00:00.000,218.92,51,15,1,5.393263843856991
555653,17673.0,United Kingdom,2011-06-01 00:00:00.000,287.19,202,44,1,5.663619984837126
555654,18236.0,United Kingdom,2011-06-01 00:00:00.000,181.3,66,10,1,5.205653681684617
555691,12843.0,United Kingdom,2011-06-01 00:00:00.000,444.45,195,23,1,6.099085007166653
555695,16168.0,United Kingdom,2011-06-01 00:00:00.000,143.5,66,5,1,4.973279507552487
555701,14498.0,United Kingdom,2011-06-01 00:00:00.000,147.02,96,14,1,4.99734739976932
555702,14201.0,United Kingdom,2011-06-01 00:00:00.000,46.84,28,3,0,3.867862109642376
555703,15379.0,United Kingdom,2011-06-01 00:00:00.000,309.38,291,19,1,5.7377973532434785
555704,14944.0,United Kingdom,2011-06-01 00:00:00.000,507.7,357,22,1,6.231858451828719
555705,14713.0,United Kingdom,2011-06-01 00:00:00.000,247.61,137,23,1,5.515885403529061
555719,12609.0,Germany,2011-06-01 00:00:00.000,512.8,295,27,1,6.241834084675783
555720,16611.0,United Kingdom,2011-06-01 00:00:00.000,129.49,47,9,1,4.871296595474155
555721,15108.0,European Community,2011-06-01 00:00:00.000,45.0,3,1,0,3.828641396489095
555724,15737.0,United Kingdom,2011-06-01 00:00:00.000,15.0,2,1,0,2.772588722239781
555725,15737.0,United Kingdom,2011-06-01 00:00:00.000,17.0,2,1,0,2.8903717578961645
555726,12540.0,Spain,2011-06-01 00:00:00.000,357.99,173,23,1,5.883294532947113
555728,17252.0,United Kingdom,2011-06-01 00:00:00.000,337.01,190,85,1,5.823075480844184
555731,16655.0,United Kingdom,2011-06-01 00:00:00.000,418.45,139,19,1,6.0389443292923035
555732,14542.0,United Kingdom,2011-06-01 00:00:00.000,103.25,19,5,1,4.646791860678911
555733,16839.0,United Kingdom,2011-06-01 00:00:00.000,402.08,304,5,1,5.999135053412202
555734,17696.0,United Kingdom,2011-06-01 00:00:00.000,343.75,157,13,1,5.842819516673411
555735,13327.0,United Kingdom,2011-06-01 00:00:00.000,450.4,296,18,1,6.112353864383436
555736,17730.0,United Kingdom,2011-06-01 00:00:00.000,586.01,538,30,1,6.375041855458117
555737,16153.0,United Kingdom,2011-06-01 00:00:00.000,298.19,237,16,1,5.701078823081886
555738,16825.0,United Kingdom,2011-06-01 00:00:00.000,318.7,358,11,1,5.767383056065796
555739,12380.0,Belgium,2011-06-01 00:00:00.000,607.55,293,36,1,6.411079078320566
555740,18226.0,United Kingdom,2011-06-01 00:00:00.000,387.42,360,21,1,5.962087228397305
555741,16817.0,United Kingdom,2011-06-01 00:00:00.000,230.18,123,13,1,5.443196627866121
555742,16949.0,United Kingdom,2011-06-01 00:00:00.000,388.0,197,10,1,5.963579343618446
555743,12868.0,United Kingdom,2011-06-01 00:00:00.000,248.06,106,14,1,5.517693831293003
555744,18072.0,United Kingdom,2011-06-01 00:00:00.000,247.44,288,18,1,5.515201367691102
555745,14462.0,United Kingdom,2011-06-01 00:00:00.000,184.52,71,10,1,5.223162692947276
555746,14606.0,United Kingdom,2011-06-01 00:00:00.000,104.35,43,25,1,4.6572881402501976
555751,16462.0,United Kingdom,2011-06-01 00:00:00.000,34.0,4,1,0,3.5553480614894135
555759,13220.0,United Kingdom,2011-06-01 00:00:00.000,166.8,24,1,1,5.122772794033106
555798,16422.0,United Kingdom,2011-06-01 00:00:00.000,1121.13,875,11,1,7.022983943898495
555808,14867.0,United Kingdom,2011-06-01 00:00:00.000,96.14,74,5,0,4.576153236917599
555810,17091.0,United Kingdom,2011-06-01 00:00:00.000,585.84,346,33,1,6.374752210271443
555813,13643.0,United Kingdom,2011-06-01 00:00:00.000,87.9,60,6,0,4.487512142519859
555815,13089.0,United Kingdom,2011-06-01 00:00:00.000,916.74,568,49,1,6.821914126104014
555816,13089.0,United Kingdom,2011-06-01 00:00:00.000,47.2,16,1,0,3.8753590210565547
555817,17091.0,United Kingdom,2011-06-01 00:00:00.000,14.85,3,1,0,2.7631695003232895
555818,13784.0,United Kingdom,2011-06-01 00:00:00.000,255.96,60,2,1,5.548920430758397
555819,15073.0,United Kingdom,2011-06-01 00:00:00.000,430.98,214,22,1,6.068379290876107
555820,16133.0,United Kingdom,2011-06-01 00:00:00.000,304.72,196,11,1,5.722669650374684
555829,13330.0,United Kingdom,2011-06-01 00:00:00.000,392.4,202,14,1,5.974826905954958
555832,15969.0,United Kingdom,2011-06-01 00:00:00.000,308.7,44,10,1,5.735604086979157
555834,12891.0,United Kingdom,2011-06-01 00:00:00.000,85.0,250,1,0,4.454347296253507
555835,14525.0,United Kingdom,2011-06-01 00:00:00.000,742.17,302,93,1,6.61092482069997
555836,13098.0,United Kingdom,2011-06-01 00:00:00.000,531.36,469,20,1,6.277319952218355
555839,13283.0,United Kingdom,2011-06-01 00:00:00.000,25.5,30,2,0,3.2771447329921766
555840,15805.0,United Kingdom,2011-06-01 00:00:00.000,70.2,36,1,0,4.26549281841793
555841,14583.0,United Kingdom,2011-06-01 00:00:00.000,139.63,154,48,1,4.9461323278821565
555842,17874.0,United Kingdom,2011-06-01 00:00:00.000,122.76,22,6,1,4.81834420626481
555843,12584.0,Italy,2011-06-01 00:00:00.000,159.11,31,9,1,5.075861079013963
555844,14711.0,United Kingdom,2011-06-01 00:00:00.000,160.15,70,34,1,5.082335608261447
555845,17015.0,United Kingdom,2011-06-01 00:00:00.000,520.55,546,116,1,6.25680514712198
555846,14180.0,United Kingdom,2011-06-01 00:00:00.000,149.15,21,8,1,5.011634794429339
555847,14880.0,United Kingdom,2011-06-01 00:00:00.000,218.47,171,17,1,5.391215548914767
555848,16081.0,United Kingdom,2011-06-01 00:00:00.000,424.24,182,21,1,6.052653715420404
555849,13266.0,United Kingdom,2011-06-01 00:00:00.000,315.86,458,9,1,5.7584600359468965
555850,16550.0,United Kingdom,2011-06-01 00:00:00.000,387.42,320,47,1,5.962087228397305
555851,13050.0,United Kingdom,2011-06-01 00:00:00.000,585.17,346,104,1,6.373609849894529
555852,17429.0,United Kingdom,2011-06-01 00:00:00.000,189.28,78,11,1,5.248496671564081
555853,14375.0,United Kingdom,2011-06-01 00:00:00.000,235.56,184,57,1,5.466201875544222
555854,12748.0,United Kingdom,2011-06-01 00:00:00.000,157.31,64,26,1,5.064555136085686
555855,15311.0,United Kingdom,2011-06-01 00:00:00.000,2516.19,1911,46,1,7.830898478976843
555856,17124.0,United Kingdom,2011-06-01 00:00:00.000,294.24,129,31,1,5.687788584901852
555857,16393.0,United Kingdom,2011-06-01 00:00:00.000,133.62,104,23,1,4.902455994582567
555858,14911.0,EIRE,2011-06-01 00:00:00.000,254.31,192,13,1,5.542478493084716
555859,17987.0,United Kingdom,2011-06-01 00:00:00.000,198.57,261,13,1,5.2961650519798935
555861,12990.0,United Kingdom,2011-06-01 00:00:00.000,166.4,80,4,1,5.120386158055375
555862,12757.0,Portugal,2011-06-01 00:00:00.000,243.2,146,14,1,5.497987561676604
555863,17026.0,United Kingdom,2011-06-01 00:00:00.000,121.68,72,1,1,4.809579339246051
555865,14530.0,United Kingdom,2011-06-01 00:00:00.000,413.93,157,36,1,6.028109831304726
555866,16841.0,United Kingdom,2011-06-01 00:00:00.000,306.68,316,16,1,5.72906028184047
555870,17707.0,United Kingdom,2011-06-01 00:00:00.000,68.7,66,2,0,4.244200317766478
555871,18073.0,United Kingdom,2011-06-01 00:00:00.000,263.16,224,3,1,5.576554980171818
555872,13395.0,United Kingdom,2011-06-01 00:00:00.000,307.72,336,21,1,5.7324347172293635
555875,12748.0,United Kingdom,2011-06-01 00:00:00.000,7.25,3,3,0,2.1102132003465894
555876,15799.0,United Kingdom,2011-06-01 00:00:00.000,161.02,358,15,1,5.087719784402346
555884,17389.0,United Kingdom,2011-06-01 00:00:00.000,147.62,70,4,1,5.001392712729324
555896,15640.0,United Kingdom,2011-06-01 00:00:00.000,1008.61,618,54,1,6.917319396650732
555916,14958.0,United Kingdom,2011-06-01 00:00:00.000,181.63,39,16,1,5.20746224820395
555917,17854.0,United Kingdom,2011-06-01 00:00:00.000,199.5,20,3,1,5.300814246746624
555918,16098.0,United Kingdom,2011-06-01 00:00:00.000,211.92,66,8,1,5.360916508304556
555920,18102.0,United Kingdom,2011-06-01 00:00:00.000,10999.52,2274,12,1,9.30569782339046
555921,15449.0,United Kingdom,2011-06-01 00:00:00.000,301.78,268,17,1,5.713006469183733
555928,12383.0,Belgium,2011-06-01 00:00:00.000,99.45,20,5,0,4.609660091260944
555929,16525.0,United Kingdom,2011-06-01 00:00:00.000,765.82,402,8,1,6.642252093251797
555930,14745.0,United Kingdom,2011-06-01 00:00:00.000,341.07,283,24,1,5.83501539448142
555931,17828.0,Malta,2011-06-01 00:00:00.000,833.16,378,44,1,6.726425230481338
555932,14217.0,United Kingdom,2011-06-01 00:00:00.000,165.36,58,10,1,5.114154114874711
555933,12567.0,France,2011-06-01 00:00:00.000,286.34,216,17,1,5.660666183582573
555934,15061.0,United Kingdom,2011-06-01 00:00:00.000,557.7,456,7,1,6.325612656465103
555936,12567.0,France,2011-06-01 00:00:00.000,286.34,216,17,1,5.660666183582573
555937,12683.0,France,2011-06-01 00:00:00.000,669.36,467,30,1,6.507814881516673
555938,14257.0,United Kingdom,2011-06-01 00:00:00.000,410.45,179,17,1,6.019687506051722
555939,17659.0,United Kingdom,2011-06-01 00:00:00.000,57.78,30,3,0,4.073801660990771
555940,14191.0,United Kingdom,2011-06-01 00:00:00.000,357.6,98,9,1,5.8822075611710325
555941,12726.0,France,2011-06-01 00:00:00.000,356.04,445,17,1,5.877847820321015
555942,15743.0,United Kingdom,2011-06-01 00:00:00.000,322.55,91,18,1,5.779353661503275
555943,13520.0,Switzerland,2011-06-01 00:00:00.000,612.68,245,16,1,6.419473619651041
555944,16955.0,United Kingdom,2011-06-01 00:00:00.000,163.69,72,10,1,5.104064918886117
555945,17409.0,United Kingdom,2011-06-01 00:00:00.000,511.3,64,8,1,6.238910390945157
555946,17238.0,United Kingdom,2011-06-01 00:00:00.000,184.59,77,24,1,5.223539939590213
555947,14911.0,EIRE,2011-06-01 00:00:00.000,2233.28,2090,57,1,7.7116743074959615
555948,13752.0,United Kingdom,2011-06-01 00:00:00.000,166.86,147,7,1,5.123130298654681
555949,16626.0,United Kingdom,2011-06-01 00:00:00.000,596.13,395,26,1,6.3921348451312126
555950,17966.0,United Kingdom,2011-06-01 00:00:00.000,136.5,325,6,1,4.923623917106626
555979,15039.0,United Kingdom,2011-06-01 00:00:00.000,885.52,679,33,1,6.787303685891473
556009,18221.0,United Kingdom,2011-06-01 00:00:00.000,302.54,178,15,1,5.7155133975318995
556010,17414.0,United Kingdom,2011-06-01 00:00:00.000,598.0,1380,5,1,6.395261598115449
556016,18092.0,United Kingdom,2011-06-01 00:00:00.000,452.4,232,5,1,6.1167747380734285
556017,15382.0,United Kingdom,2011-06-01 00:00:00.000,512.7,406,29,1,6.241639437473222
556018,15382.0,United Kingdom,2011-06-01 00:00:00.000,26.4,48,2,0,3.3105430133940246
556019,18092.0,United Kingdom,2011-06-01 00:00:00.000,221.4,64,7,1,5.404477562376427
556020,13571.0,United Kingdom,2011-06-01 00:00:00.000,114.71,82,20,1,4.7510870608882465
556021,12921.0,United Kingdom,2011-06-01 00:00:00.000,477.68,317,22,1,6.1710323157053155
556022,12921.0,United Kingdom,2011-06-01 00:00:00.000,79.2,40,4,0,4.384523514872469
556023,14527.0,United Kingdom,2011-06-01 00:00:00.000,209.28,49,25,1,5.348439975951247
556024,12808.0,Portugal,2011-06-01 00:00:00.000,151.95,55,9,1,5.030111070596912
556032,15159.0,United Kingdom,2011-06-01 00:00:00.000,542.22,140,15,1,6.297514394417941
556034,16672.0,United Kingdom,2011-06-01 00:00:00.000,313.2,96,2,1,5.750029725821521
556035,15159.0,United Kingdom,2011-06-01 00:00:00.000,54.48,152,4,0,4.016022595446631
556036,15159.0,United Kingdom,2011-06-01 00:00:00.000,52.8,8,3,0,3.9852734671677386
556038,13184.0,United Kingdom,2011-06-01 00:00:00.000,173.66,179,22,1,5.162841226985587
556039,13001.0,United Kingdom,2011-06-01 00:00:00.000,501.5,314,12,1,6.219595639933231
556040,14622.0,United Kingdom,2011-06-01 00:00:00.000,320.58,146,21,1,5.773246346316266
556041,17954.0,United Kingdom,2011-06-01 00:00:00.000,336.84,205,56,1,5.822572410625688
556042,14367.0,United Kingdom,2011-06-01 00:00:00.000,1016.57,402,65,1,6.925172711019205
556043,14078.0,United Kingdom,2011-06-01 00:00:00.000,243.93,73,13,1,5.50097245543491
556044,15764.0,United Kingdom,2011-06-01 00:00:00.000,165.55,51,9,1,5.1152955646396885
556045,15764.0,United Kingdom,2011-06-01 00:00:00.000,408.04,197,24,1,6.013812950771744
556047,12901.0,United Kingdom,2011-06-01 00:00:00.000,276.24,90,4,1,5.624883557049784
556048,15609.0,United Kingdom,2011-06-01 00:00:00.000,298.48,148,16,1,5.702047637362485
556049,16013.0,United Kingdom,2011-06-01 00:00:00.000,382.7,66,2,1,5.949860997252907
556050,14367.0,United Kingdom,2011-06-01 00:00:00.000,279.04,128,16,1,5.634932450108997
556051,13742.0,United Kingdom,2011-06-01 00:00:00.000,180.04,49,16,1,5.198718001325282
556052,13742.0,United Kingdom,2011-06-01 00:00:00.000,14.5,10,1,0,2.740840023925201
556053,15400.0,United Kingdom,2011-06-01 00:00:00.000,112.7,46,2,1,4.73356340075649
556054,14561.0,United Kingdom,2011-06-01 00:00:00.000,222.07,183,16,1,5.40748562354869
556055,14477.0,United Kingdom,2011-06-01 00:00:00.000,358.0,200,2,1,5.883322388488279
556056,17841.0,United Kingdom,2011-06-01 00:00:00.000,420.0,256,92,1,6.042632833682381
556058,13985.0,United Kingdom,2011-06-01 00:00:00.000,524.5,244,29,1,6.264350190317006
556059,13630.0,United Kingdom,2011-06-01 00:00:00.000,320.92,260,9,1,5.77430306747132
556060,14911.0,EIRE,2011-06-01 00:00:00.000,1118.04,492,8,1,7.020226453875011
556062,15189.0,United Kingdom,2011-06-01 00:00:00.000,379.5,114,4,1,5.941486177301741
556063,14587.0,United Kingdom,2011-06-01 00:00:00.000,193.2,82,41,1,5.268888555857225
556064,13777.0,United Kingdom,2011-06-01 00:00:00.000,300.63,171,6,1,5.70920110068306
556065,14829.0,United Kingdom,2011-06-01 00:00:00.000,146.3,74,8,1,4.9924713234685845
556066,16872.0,United Kingdom,2011-06-01 00:00:00.000,388.36,382,3,1,5.964504365525199
556067,12748.0,United Kingdom,2011-06-01 00:00:00.000,245.05,147,26,1,5.505534767311987
556068,12748.0,United Kingdom,2011-06-01 00:00:00.000,5.76,48,1,0,1.9110228900548727
556070,17873.0,United Kingdom,2011-06-01 00:00:00.000,396.14,181,8,1,5.984288863358886
556071,15974.0,United Kingdom,2011-06-01 00:00:00.000,481.36,497,29,1,6.178690723235392
556072,16126.0,United Kingdom,2011-06-01 00:00:00.000,952.65,263,20,1,6.860296727822436
556073,16358.0,United Kingdom,2011-06-01 00:00:00.000,462.15,221,22,1,6.138050975700036
556079,18229.0,United Kingdom,2011-06-01 00:00:00.000,351.2,252,13,1,5.864199196062105
556084,17491.0,United Kingdom,2011-06-01 00:00:00.000,135.0,52,5,1,4.912654885736052
556097,15809.0,United Kingdom,2011-06-01 00:00:00.000,15.9,2,1,0,2.8273136219290276
556098,16832.0,United Kingdom,2011-06-01 00:00:00.000,62.5,5,1,0,4.151039905898646
556099,13162.0,United Kingdom,2011-06-01 00:00:00.000,3.75,1,1,0,1.55814461804655
556100,15238.0,United Kingdom,2011-06-01 00:00:00.000,300.14,222,14,1,5.707575272894897
556102,13115.0,United Kingdom,2011-06-01 00:00:00.000,878.55,621,55,1,6.779410413044914
556103,16011.0,United Kingdom,2011-06-01 00:00:00.000,235.32,161,26,1,5.46518681878307
556104,13875.0,United Kingdom,2011-06-01 00:00:00.000,384.2,284,22,1,5.953762679923971
556105,13466.0,United Kingdom,2011-06-01 00:00:00.000,307.9,259,17,1,5.733017599924536
556106,14056.0,United Kingdom,2011-06-01 00:00:00.000,393.34,187,49,1,5.977213481338121
556107,17360.0,United Kingdom,2011-06-01 00:00:00.000,320.9,164,53,1,5.774240938304763
556109,13741.0,United Kingdom,2011-06-01 00:00:00.000,200.17,67,12,1,5.30415032174048
556110,13856.0,United Kingdom,2011-06-01 00:00:00.000,124.6,160,3,1,4.833102254034098
556111,13004.0,United Kingdom,2011-06-01 00:00:00.000,313.0,288,22,1,5.749392985908253
556112,13265.0,United Kingdom,2011-06-01 00:00:00.000,325.78,244,20,1,5.789287161602678
556113,13510.0,United Kingdom,2011-06-01 00:00:00.000,585.32,421,38,1,6.373865715617595
556114,12569.0,Germany,2011-06-01 00:00:00.000,142.14,79,6,1,4.963823172310452
556115,15241.0,United Kingdom,2011-06-01 00:00:00.000,99.96,76,7,0,4.6147243987929025
556116,15214.0,United Kingdom,2011-06-01 00:00:00.000,136.7,154,11,1,4.925077405734609
556118,13811.0,Germany,2011-06-01 00:00:00.000,333.0,38,6,1,5.811140992976701
556119,12594.0,Italy,2011-06-01 00:00:00.000,42.96,24,1,0,3.7832801295354206
556120,16722.0,United Kingdom,2011-06-01 00:00:00.000,290.2,521,19,1,5.674010316322531
556121,15855.0,United Kingdom,2011-06-01 00:00:00.000,132.18,68,19,1,4.891701596682476
556125,12947.0,United Kingdom,2011-06-01 00:00:00.000,303.62,136,15,1,5.719065098187358
556126,14911.0,EIRE,2011-06-01 00:00:00.000,338.0,245,22,1,5.82600010738045
556127,12406.0,Denmark,2011-06-01 00:00:00.000,1621.25,793,48,1,7.391569353501278
556128,13038.0,United Kingdom,2011-06-01 00:00:00.000,196.66,94,7,1,5.2865483829480375
556129,14060.0,United Kingdom,2011-06-01 00:00:00.000,438.0,294,10,1,6.0844994130751715
556130,15738.0,United Kingdom,2011-06-01 00:00:00.000,316.02,154,11,1,5.758964863369746
556139,14231.0,United Kingdom,2011-06-01 00:00:00.000,307.76,116,12,1,5.732564276081653
556179,13756.0,United Kingdom,2011-06-01 00:00:00.000,308.2,426,15,1,5.733988316713267
556181,15407.0,United Kingdom,2011-06-01 00:00:00.000,410.87,120,13,1,6.020707765577623
556182,16892.0,United Kingdom,2011-06-01 00:00:00.000,102.98,77,20,1,4.6441985729555695
556183,13134.0,United Kingdom,2011-06-01 00:00:00.000,360.04,162,21,1,5.888988755518746
556184,16592.0,United Kingdom,2011-06-01 00:00:00.000,337.55,205,14,1,5.824671791931655
556185,16592.0,United Kingdom,2011-06-01 00:00:00.000,30.6,36,2,0,3.4531571205928664
556186,14241.0,United Kingdom,2011-06-01 00:00:00.000,213.7,146,10,1,5.369241704884735
556187,15296.0,United Kingdom,2011-06-01 00:00:00.000,299.78,98,15,1,5.706379100503467
556189,15615.0,United Kingdom,2011-06-01 00:00:00.000,400.7,234,21,1,5.995705541365236
556190,15780.0,United Kingdom,2011-06-01 00:00:00.000,72.52,28,4,0,4.297557478047431
556191,14501.0,United Kingdom,2011-06-01 00:00:00.000,184.28,116,6,1,5.221868194384631
556192,15615.0,United Kingdom,2011-06-01 00:00:00.000,82.2,64,4,0,4.421247347827163
556193,14132.0,United Kingdom,2011-06-01 00:00:00.000,306.86,388,24,1,5.729645134181928
556194,12483.0,Sweden,2011-06-01 00:00:00.000,319.95,188,11,1,5.771285347757787
556195,16745.0,United Kingdom,2011-06-01 00:00:00.000,535.01,355,25,1,6.284152817613186
556196,18065.0,United Kingdom,2011-06-01 00:00:00.000,62.04,16,3,0,4.143769445549624
556197,18065.0,United Kingdom,2011-06-01 00:00:00.000,202.38,114,13,1,5.315076150362992
556198,14963.0,United Kingdom,2011-06-01 00:00:00.000,294.2,167,37,1,5.687653092726317
556199,16170.0,United Kingdom,2011-06-01 00:00:00.000,319.29,232,21,1,5.76922683539717
556201,12347.0,Iceland,2011-06-01 00:00:00.000,382.52,196,18,1,5.949391770686074
556202,14606.0,United Kingdom,2011-06-01 00:00:00.000,109.3,90,20,1,4.703203926259457
556203,12399.0,Belgium,2011-06-01 00:00:00.000,130.08,145,5,1,4.8758078238306135
556204,17169.0,United Kingdom,2011-06-01 00:00:00.000,308.68,102,18,1,5.735539506269393
556205,15827.0,United Kingdom,2011-06-01 00:00:00.000,203.98,94,13,1,5.322912413403417
556206,14911.0,EIRE,2011-06-01 00:00:00.000,646.27,262,26,1,6.472763518115628
556207,17372.0,United Kingdom,2011-06-01 00:00:00.000,128.76,110,19,1,4.865686590367103
556208,14040.0,United Kingdom,2011-06-01 00:00:00.000,506.68,198,12,1,6.2298513278348855
556214,14913.0,United Kingdom,2011-06-01 00:00:00.000,301.32,455,20,1,5.711486059041233
556216,15252.0,United Kingdom,2011-06-01 00:00:00.000,300.55,99,14,1,5.708935839896996
556218,17731.0,United Kingdom,2011-06-01 00:00:00.000,352.91,97,17,1,5.869042643521861
